"","testSet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",0.280388531443359,1.07111880497014,-0.278139604613801,-0.278964732600481,-0.151125801671865,-0.21809024733981,0.25188459140979,-0.514716617945814,-0.866712088781865,-0.345017665515604,-0.131174705912591,-0.564294154928616,0.992047834425007,1.93188361166604,-0.25021697499974,0.558587124278902,-0.511625536728274,-0.746876238479729,0.00272526050339987,-0.222492793907313,-0.606024016089908,-0.572067413665294,-0.453975701394528,1.85147266970973,-0.639860184289758,-0.681178874418271,0.646186522216176,-0.697762815896373,-0.174928664656521,-0.162659033232228,0.394418330238929,-0.473682049118872,0.336064010945777,0.464111057833424,1.77112352590572,1.3732935269688,-0.194422394560156,-0.436412651605847
"2",0.280388531443359,0.0237573245006676,-0.278139604613801,1.51831532282243,-0.151125801671865,-0.0353555644236408,-0.0729562270376989,0.851597637774757,1.42013643330091,0.537464705074559,0.210786499257748,-0.0433124407353266,4.23238375563781,1.81133614170182,5.96248742865235,2.11508810744292,6.45204855054332,0.926335151455149,0.920075067320232,0.113023224209113,0.28965506618959,5.85107185594429,0.95808084290368,1.56293511034036,5.65702382050376,1.93682926781021,0.403750207820197,-0.209232866389834,0.317632779065607,0.688248100724257,0.791371232051316,7.63065956437712,2.19537468020013,-0.816692911229948,1.36219594862067,1.18196758207373,-0.194422394560156,2.28915838725766
"3",-1.52152683662984,3.44022538728957,-0.278139604613801,-1.55322678247704,-0.151125801671865,3.22002897197182,-0.982510518690667,-0.514716617945814,-0.615587190790212,-0.345017665515604,-0.30215530849776,-1.56372846378921,-0.628120126181395,-1.04634799921477,-0.25021697499974,0.558587124278902,-0.511625536728274,0.606095352397026,-1.7250986474817,-0.487658679192876,-0.495446351610957,-0.572067413665294,-0.952576666789227,-0.847825640798852,-0.639860184289758,-1.54261905357066,2.45343904771345,-0.697762815896373,0.61316964529889,-1.19550959323989,-0.796440375198233,-0.473682049118872,-0.779522390606835,0.71040185690242,-1.11240007620715,-1.01652011601498,-0.194422394560156,-0.436412651605847
"4",0.280388531443359,1.18087225352233,-0.278139604613801,0.0897893763604792,-0.151125801671865,-0.0015158083280538,0.381820918788786,-0.514716617945814,-0.519718564192047,-0.345017665515604,-0.131174705912591,0.126804037368605,0.451991847556206,-0.601976933464299,-0.25021697499974,0.0397534632242284,1.16926131192349,0.799992314261854,0.327805531851112,-0.0790867539059373,-0.14282646599475,0.957251460051274,-0.0026759162316737,-0.334346555553764,1.45910115064141,-0.140573026421336,0.822503841776885,-0.697762815896373,0.219120490321185,0.186525319795269,-0.00253457157345822,0.973521810433984,0.336064010945777,0.622604810635979,-0.0959229555271683,-0.941398272620598,-0.194422394560156,-0.436412651605847
"5",0.280388531443359,-0.816640510127534,0.626480579082203,0.869561675538675,-0.151125801671865,-0.0353555644236408,1.80029249267615,0.168440509914471,-0.489600544331561,0.0962235197794775,0.210786499257748,1.09434150658471,-0.628120126181395,-0.48024762555925,-0.25021697499974,-0.997913858885119,-0.511625536728274,-0.746876238479729,1.13382647861736,0.0291442196800068,-1.15768369776823,-0.572067413665294,0.323004341102345,-0.849003345122808,-0.639860184289758,0.683971204648172,-0.654153709544061,-0.697762815896373,-1.22572641126374,1.55201992137123,-0.796440375198233,-0.473682049118872,0.336064010945777,-0.860189748530577,-0.038673094707261,-0.296993709753164,-0.194422394560156,2.28915838725766
"6",0.280388531443359,-0.799393539640761,-0.278139604613801,1.55318318985885,-0.151125801671865,-0.0353555644236408,0.814942010052105,-0.514716617945814,0.145423057515576,-0.345017665515604,1.0656895121836,-0.192164359076267,1.53210382129381,1.1672344639518,-0.25021697499974,3.15275542955227,-0.511625536728274,-0.746876238479729,1.07148231698903,-0.130496466359261,-1.68845648726719,-0.572067413665294,0.800668718525572,1.69366029029954,-0.639860184289758,1.8598290283329,-0.169281080752111,-0.697762815896373,-0.536140390052747,0.835273091472679,1.58527703567609,-0.473682049118872,2.19537468020013,-2.07683875176004,1.20213001122624,1.28291255913493,-0.194422394560156,-0.436412651605847
"7",0.280388531443359,-1.15844410704721,-0.278139604613801,0.413109597970951,-0.151125801671865,-0.0353555644236408,-0.202892554416695,-0.514716617945814,1.44219470136775,-0.345017665515604,-0.131174705912591,-0.0752092803798126,-0.0880641393125942,-0.549976064067967,-0.25021697499974,-0.479080197830445,-0.511625536728274,-0.746876238479729,0.399056002283487,-0.218885094787781,1.85617197964138,-0.572067413665294,-0.0996045642477506,-0.791295833248934,-0.639860184289758,0.675950346369285,-0.984748683720391,0.279297083116705,0.0877707719952828,0.317009999084494,-0.201011022479652,-0.473682049118872,0.336064010945777,-0.841597432850624,-0.0748923944096513,-1.11511753547011,-0.194422394560156,-0.436412651605847
"8",0.280388531443359,1.03976067681237,-0.278139604613801,0.0580913154182769,-0.151125801671865,-0.0894991741765799,0.565897382575695,0.851597637774757,-0.6028612669055,0.537464705074559,-0.131174705912591,0.58399207227292,0.992047834425007,-0.804071221345497,-0.25021697499974,0.0397534632242284,-0.031372151399198,0.80014344205754,0.367883921469323,0.12474824634759,-0.263233256205162,0.0396601358213334,0.287334598632428,-0.0929171691426563,0.0597935940206326,0.117698610158801,1.5718524499099,-0.697762815896373,-0.437628101308325,0.383171244921283,-0.00253457157345822,-0.184241277208301,0.336064010945777,0.802674831017739,-0.260662350947718,-0.714858963634415,-0.194422394560156,2.28915838725766
"9",0.280388531443359,-0.744516815364666,-0.278139604613801,-0.101455591324145,-0.151125801671865,-0.0285876132045234,1.57290391976291,-0.514716617945814,-0.0696450561360594,-0.345017665515604,0.0398058966725787,0.679682591206382,0.451991847556206,-0.428246756162918,-0.25021697499974,-0.479080197830445,-0.511625536728274,-0.746876238479729,0.00272526050339987,-0.273902506360636,-1.68845648726719,-0.572067413665294,-0.202736645736857,-0.328458033933981,-0.639860184289758,-0.126135481519341,-0.521915719873524,-0.697762815896373,-1.02870183377488,-0.26741433914048,-0.00253457157345822,-0.473682049118872,-0.0357981229050936,-0.667151014125147,-0.25832562193466,-0.147923801767437,-0.194422394560156,-0.436412651605847
"10",0.280388531443359,0.984883952536277,-0.278139604613801,-2.0149618702018,-0.151125801671865,-1.70703951554564,-1.9137208649068,-0.514716617945814,-0.214296390958954,-0.345017665515604,-0.30215530849776,-2.31862033537541,-0.628120126181395,-0.520430115547324,-0.25021697499974,0.0397534632242284,-0.511625536728274,-0.746876238479729,-1.92994374997478,-0.928699896555597,0.25893904827877,-0.26620363892198,-1.51243653773009,-0.945575099687252,0.0597935940206326,-1.53620236694755,0.139274228479129,-0.209232866389834,1.36843052567282,-2.00047141758749,-0.597963924292039,-0.473682049118872,-0.779522390606835,-0.377822447278484,-0.904431194045042,-1.05290725890913,-0.194422394560156,-0.436412651605847
